datetime,airTemperature,airTemeratureDiff,atmosphericPressure,atmosphericPressureDiff,gustSpeed,gustSpeedDiff,precipitation,relativeHumidity,relativeHumidityDiff,solarRadiation,windSpeed,windSpeedDiff,windDirection,windDirectionDiff,new,current,total,count1,count2,nonNegDigActivity,pademelon,red_necked_wallaby,great_barred_frog,yellow_throated_scrubwren,noisy_pitta
6/02/2023 8:00,25.8,-0.8,101.17,0.04,1.93,-0.48,0,68.1,3.3,39,0.87,-0.3,85,14.7,36,5,41,na,na,na,na,na,na,na,na
6/02/2023 9:00,24.8,-0.2,101.18,-0.01,1.41,-0.15,0,70.8,0.9,0,0.62,-0.22,70,-0.9,3,0,3,na,na,na,na,na,na,na,na
6/02/2023 10:00,24.7,0,101.19,0,1.73,0.3,0,71,-0.3,0,0.81,0.15,69.3,0.4,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 11:00,24.5,-0.1,101.21,0,1.63,-1.69,0,71.8,0.1,0,0.76,0.04,66.4,-8.7,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 12:00,24.6,0.1,101.23,0,1.59,0.18,0,70.8,-0.5,0,0.74,0.07,65.7,-2.9,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 13:00,24.5,0,101.19,0,1.83,0.21,0,70.9,0.5,0,0.78,0.02,66.4,-1,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 14:00,24.2,-0.2,101.16,-0.01,1.67,-0.19,0,71.5,0.2,0,0.85,0.17,65.5,-5.2,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 15:00,24.2,-0.1,101.11,-0.01,1.3,-1.13,0,70.8,0.5,0,0.59,-0.23,78.6,4.2,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 16:00,24,0,101.07,0.01,2.85,0.93,0,71.7,-0.7,0,0.82,0.07,84,-2.1,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 17:00,23.9,0,101.05,-0.01,1.43,-1.11,0,70.8,-1,0,0.65,-0.05,69.8,-8.2,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 18:00,23.6,0,101.04,-0.01,1.48,-0.51,0,71.3,-0.8,0,0.67,-0.12,62.6,-11.1,0,0,0,na,na,na,na,na,na,na,na
6/02/2023 19:00,23.6,-0.1,101.05,-0.01,1.93,0.23,0,71.6,-0.3,0,0.69,-0.03,78.9,-1.4,5,0,5,na,na,na,na,na,na,na,na
6/02/2023 20:00,23.7,-0.1,101.08,0,1.85,0.21,0,73.2,0,20,0.77,-0.05,58.7,-0.8,18,12,30,na,na,na,na,na,na,na,na
6/02/2023 21:00,25.2,0.6,101.15,0.01,1.92,-0.56,0,67.6,-0.9,193,0.83,-0.17,82.5,5.6,90,47,137,na,na,na,na,na,na,na,na
6/02/2023 22:00,25.6,0.2,101.17,0.02,3.02,0.98,0,64.8,-0.6,95,1.09,0.19,107.1,42.2,52,70,122,na,na,na,na,na,na,na,na
6/02/2023 23:00,26.7,0.8,101.2,0.02,4.45,-0.08,0,60.4,-1.8,231,1.39,0.13,99.1,3.5,63,59,122,na,na,na,na,na,na,na,na
7/02/2023 0:00,26.1,-1.7,101.22,0.02,2.92,0.73,0,64.7,6.4,287,1.26,0.21,71.8,-4.7,35,36,71,na,na,na,na,na,na,na,na
7/02/2023 1:00,29.4,0.9,101.18,-0.03,3.82,0.98,0,56.7,-1.8,1168,1.14,0.02,100.1,17.9,23,23,46,na,na,na,na,na,na,na,na
7/02/2023 2:00,27,0.4,101.13,-0.01,2.46,-0.71,0,60.9,-2,764,1.31,0.13,57.9,-26.5,21,28,49,na,na,na,na,na,na,na,na
7/02/2023 3:00,27.7,-0.2,101.1,-0.01,2.84,-0.11,0,56.8,-0.5,952,1.39,-0.01,79.9,8.4,22,22,44,na,na,na,na,na,na,na,na
7/02/2023 4:00,27.1,-0.4,101.02,-0.04,3.08,0.26,0,56.4,1,552,1.36,0.19,76.2,6.6,14,13,27,na,na,na,na,na,na,na,na
7/02/2023 5:00,27.8,0.2,100.98,-0.03,2.41,-0.41,0,55.8,0.8,697,1.26,0.07,69.7,-26.5,20,12,32,na,na,na,na,na,na,na,na
7/02/2023 6:00,26.2,-0.2,100.92,-0.01,2.63,0.41,0,62.6,0.1,229,1.19,0.2,61.9,-6.2,36,16,52,na,na,na,na,na,na,na,na
7/02/2023 7:00,25.8,0.3,100.91,0.01,1.76,-1.37,0,62,0,88,0.88,-0.22,75.8,-4.9,83,9,92,na,na,na,na,na,na,na,na
7/02/2023 8:00,25.1,-0.3,100.92,0,2.66,0.19,0,65.8,-0.2,93,0.94,-0.09,71.5,-0.8,5,1,6,na,na,na,na,na,na,na,na
7/02/2023 9:00,24.7,-0.1,100.99,0.01,1.57,-0.32,0,67.6,0.3,0,0.82,0.07,66,-5.2,16,0,16,na,na,na,na,na,na,na,na
7/02/2023 10:00,24.6,0,101.04,0.02,1.57,-0.77,0,69.5,-0.4,0,0.71,-0.14,69.5,8.9,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 11:00,24.4,-0.1,101.07,0,1.73,-0.24,0,72.2,-0.3,0,0.92,0.03,62.5,1.4,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 12:00,24.4,-0.1,101.06,0,1.74,-0.54,0,72.4,1.1,0,0.95,0.04,63.2,-2.2,1,0,1,na,na,na,na,na,na,na,na
7/02/2023 13:00,24.1,-0.2,101.03,-0.01,1.97,0.34,0,75.9,1.8,0,0.68,-0.05,87.4,7.2,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 14:00,24.1,0,100.99,-0.01,1.89,-0.61,0,76.5,0.6,0,0.73,-0.02,101.3,4.3,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 15:00,24,-0.2,100.93,-0.02,1.97,-0.43,0,78.2,1.7,0,0.6,0,84.3,-2.9,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 16:00,24.1,-0.1,100.89,0,2.92,0.72,0,74.2,0.3,0,0.91,-0.07,86.8,8.6,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 17:00,24.2,0,100.87,0,1.86,0.06,0,73.2,0.6,0,0.9,0.06,83.5,5.2,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 18:00,24.2,0.1,100.86,0.01,2.45,-0.03,0,73.9,-0.6,0,1.08,0.2,80,-5.7,0,0,0,na,na,na,na,na,na,na,na
7/02/2023 19:00,24.1,0.1,100.89,0.02,3.54,0.22,0,73.7,-0.8,0,1.04,0.13,86.2,6.9,3,0,3,na,na,na,na,na,na,na,na
7/02/2023 20:00,24.1,0.2,100.99,0.04,2.72,0.89,0,72.5,-0.6,32,1.01,0.26,85.7,12.6,16,12,28,na,na,na,na,na,na,na,na
7/02/2023 21:00,24.7,0.3,100.99,0,3.25,1.01,0,72.4,0.4,214,1.05,0.14,71.7,2.4,30,16,46,na,na,na,na,na,na,na,na
7/02/2023 22:00,26,0.6,101.06,0.02,2.91,0.27,0,66.9,-2.4,178,1.21,0.08,81,-8.9,26,19,45,na,na,na,na,na,na,na,na
7/02/2023 23:00,26.1,-0.2,101.05,-0.01,4.59,1.73,0,64.5,-0.3,213,1.34,0.21,112,30.9,na,na,na,na,na,na,na,na,na,na,na
8/02/2023 0:00,26.2,-1.4,101.07,0.01,3.22,-2.74,0,65.1,4.9,998,1.32,-0.09,82.5,-10,na,na,na,na,na,na,na,na,na,na,na
8/02/2023 1:00,29.4,2.4,101.04,-0.03,4.17,0.45,0,55.1,-6.2,1161,1.37,-0.17,76.7,-4.6,na,na,na,na,na,na,na,na,na,na,na
8/02/2023 2:00,28.1,0.4,100.99,-0.03,3.2,-1.97,0,59,-2.2,1192,1.58,0.17,77.1,7.1,na,na,na,na,na,na,na,na,na,na,na
8/02/2023 3:00,25.7,0.2,100.95,-0.01,2.88,-0.19,0,67,-3,292,1.39,0.23,68.8,-16.8,na,na,na,na,na,na,na,na,na,na,na
8/02/2023 4:00,27.4,0.4,100.89,-0.03,2.52,-0.1,0,63.2,-1.1,839,1.24,0.15,73.3,5.3,55,40,95,na,na,na,na,na,na,na,na
8/02/2023 5:00,26.4,-0.2,100.86,0,2.92,-0.84,0,65.8,1.6,312,1.29,-0.4,76.8,12.9,74,71,145,na,na,na,na,na,na,na,na
8/02/2023 6:00,25.7,-0.4,100.81,0,2.99,0.17,0,67.1,0.3,157,1.29,0.04,67.6,-2.9,47,71,118,na,na,na,na,na,na,na,na
8/02/2023 7:00,25.4,-0.3,100.81,0,2.28,0.06,0,68.2,1.1,63,1,0.17,60.9,-9.2,64,49,113,na,na,na,na,na,na,na,na
8/02/2023 8:00,25,0.5,100.84,0.02,2.48,0.85,0,67,-5.3,15,1.14,0.38,65.3,-2.5,12,1,13,na,na,na,na,na,na,na,na
8/02/2023 9:00,25,-0.1,100.91,-0.01,2.25,-0.4,0,67.7,0.3,0,1.12,0.13,59,-2.6,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 10:00,24.9,0,100.95,0.01,2.17,0.09,0,66.2,-1,0,1.13,0.15,60,2.7,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 11:00,24.8,-0.1,101.03,0.03,2.02,-0.7,0,67,2.2,0,1.03,-0.01,61,-6.5,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 12:00,23.7,-1,101.04,0,2.35,0.07,0,76.9,8.6,0,0.87,-0.03,59,-1.5,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 13:00,24.3,0.2,100.98,-0.02,2.52,0.63,0,68.9,-1,0,1.07,0.11,59.8,-3.9,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 14:00,24.3,-0.1,100.93,-0.01,1.85,-0.26,0,69.8,1.1,0,0.85,-0.11,62.8,5,20,1,21,na,na,na,na,na,na,na,na
8/02/2023 15:00,24.2,-0.2,100.86,-0.04,1.78,0.15,0,69.5,0.9,0,0.93,0.11,63.8,-2.1,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 16:00,24,0,100.8,-0.02,1.67,-0.17,0,71.8,0.5,0,0.78,-0.06,63.2,-3.7,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 17:00,24.3,0.3,100.74,-0.02,1.43,-0.58,0,70.6,-1.1,0,0.75,-0.06,63,1.9,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 18:00,24.2,0.1,100.74,0.01,2.17,0.3,0,72,0.3,0,1.04,0.14,60.4,-4.8,0,0,0,na,na,na,na,na,na,na,na
8/02/2023 19:00,23.9,-0.3,100.77,0.02,1.64,-1.06,0,73.6,1.3,0,0.73,-0.46,59.4,-3.3,9,0,9,na,na,na,na,na,na,na,na
8/02/2023 20:00,24.4,0.1,100.8,0.01,2.47,0.34,0,70.5,0.5,29,1.17,-0.05,61.6,4.2,33,12,45,na,na,na,na,na,na,na,na
8/02/2023 21:00,25.8,0.2,100.86,0.01,2.61,-0.58,0,64.1,-1,205,1.29,-0.07,61.7,10.2,19,11,30,na,na,na,na,na,na,na,na
8/02/2023 22:00,25.6,0,100.91,0.01,3.83,0.35,0,62.8,0.9,222,1.64,0.22,58.3,4.9,80,36,116,na,na,na,na,na,na,na,na
8/02/2023 23:00,25.6,-0.2,100.93,-0.01,3.22,1.16,0,65.9,1.2,356,1.38,0.34,59.7,-3.1,50,53,103,na,na,na,na,na,na,na,na
9/02/2023 0:00,26.7,0.3,100.92,-0.01,2.65,-0.53,0,62.7,-0.7,374,1.24,-0.06,54.9,0.3,93,73,166,na,na,na,na,na,na,na,na
9/02/2023 1:00,26.6,-1.8,100.87,-0.02,3.05,0,0,62.6,4.6,395,1.36,0.06,65.7,-10.5,42,20,62,na,na,na,na,na,na,na,na
9/02/2023 2:00,26.2,0.3,100.83,-0.03,3.55,0.84,0,65.3,-0.1,494,1.44,0.07,62.3,1.2,36,42,78,na,na,na,na,na,na,na,na
9/02/2023 3:00,27.3,-0.4,100.72,-0.01,3.72,0.14,0,60.9,1.2,334,1.61,0.28,58.8,-2,40,50,90,na,na,na,na,na,na,na,na
9/02/2023 4:00,26.5,0.3,100.71,0,3.17,0.03,0,61.8,-2.2,318,1.32,-0.05,62,-0.7,35,23,58,na,na,na,na,na,na,na,na
9/02/2023 5:00,26,-0.3,100.63,-0.02,2.45,-0.52,0,63.4,1.8,283,1.06,-0.22,80.2,-2.3,51,25,76,na,na,na,na,na,na,na,na
9/02/2023 6:00,25.8,0.2,100.58,-0.01,2.15,-1.52,0,64.2,-1.2,347,0.99,-0.25,73.7,5.6,96,70,166,na,na,na,na,na,na,na,na
9/02/2023 7:00,25.2,-0.3,100.58,-0.01,3.08,0.8,0,65.7,1,29,1.04,0.04,85.2,18.8,76,41,117,na,na,na,na,na,na,na,na
9/02/2023 8:00,25,0,100.58,-0.01,2.76,0.24,0,65.3,0.5,5,1.06,-0.11,68.3,-2.4,19,5,24,na,na,na,na,na,na,na,na
9/02/2023 9:00,24.9,0,100.58,0,2.74,0.8,0,67.5,0.9,0,1.08,0.12,69.7,-1.8,17,2,19,na,na,na,na,na,na,na,na
9/02/2023 10:00,24.8,-0.1,100.62,0.04,2.83,0.29,0,70.3,1.2,0,1.02,-0.04,70.3,4.1,1,0,1,na,na,na,na,na,na,na,na
9/02/2023 11:00,24.9,0,100.6,-0.01,4.2,1.05,0,67.7,-1.9,0,1.56,0.3,61.1,2,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 12:00,24.4,-0.1,100.64,0.01,2.87,-0.25,0,74.7,0,0,1.17,-0.22,59,1.8,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 13:00,24.3,0,100.59,-0.02,2.33,0.2,0,76,-0.1,0,0.96,-0.01,60.5,-8.1,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 14:00,23.7,0.2,100.49,-0.05,2.56,-0.31,0,75.1,-1.1,0,1.04,-0.38,63,4.2,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 15:00,24.3,0.5,100.43,-0.03,2.48,0.32,0,74.6,-2.4,0,0.91,0.18,67.2,-10.8,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 16:00,24.2,0.2,100.35,-0.03,1.88,-0.6,0,73.1,0.6,0,0.72,-0.19,60.2,-7,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 17:00,23.7,-0.8,100.33,0,5.49,4.03,0,79.4,6.3,0,1.32,0.74,113.2,33.8,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 18:00,23.3,-0.2,100.34,0.02,1.9,-4.01,0.068,80.4,0.5,0,0.79,-0.61,65.3,-13.4,0,0,0,na,na,na,na,na,na,na,na
9/02/2023 19:00,23.3,0.5,100.34,0.01,4.26,2.68,0,80.5,-4.3,0,1.21,0.75,116.2,20.3,7,0,7,na,na,na,na,na,na,na,na
9/02/2023 20:00,22.8,0.3,100.43,0.02,2.02,-1.23,0,85,-1.8,17,0.76,-0.39,104.9,-0.1,13,8,21,na,na,na,na,na,na,na,na
9/02/2023 21:00,21.7,0.3,100.46,-0.01,4.77,-0.16,0,84.4,-1,110,1.98,0,164.1,4.1,11,6,17,na,na,na,na,na,na,na,na
9/02/2023 22:00,24.7,0.6,100.46,0.03,8.35,3.85,0,74.7,-1,164,3.19,1.04,148.8,-7.3,61,55,116,na,na,na,na,na,na,na,na
9/02/2023 23:00,26.5,0.8,100.47,0,6.04,-0.52,0,67.6,-2.6,441,2.34,0.12,132.7,-5.4,45,71,116,na,na,na,na,na,na,na,na
10/02/2023 0:00,25.9,-0.3,100.43,-0.02,8.33,3.46,0,68.3,1,574,1.87,0.31,121.6,5.8,90,56,146,na,na,na,na,na,na,na,na
10/02/2023 1:00,27.7,0.8,100.39,-0.01,7.42,-0.5,0,62.3,-0.1,546,2.47,0.56,135.5,22.3,52,78,130,na,na,na,na,na,na,na,na
10/02/2023 2:00,27.2,-1.5,100.29,-0.01,8.7,2.82,0,61,3.3,1037,2.18,-0.02,115.8,-9,42,29,71,na,na,na,na,na,na,na,na
10/02/2023 3:00,28,-1,100.25,-0.02,7.79,1.28,0,62.2,2.9,977,2.09,-0.3,119.4,-2.6,9,20,29,na,na,na,na,na,na,na,na
10/02/2023 4:00,27.6,-0.1,100.18,-0.03,6.57,-1.25,0,63.2,-1.1,849,2.21,0.35,123.3,20.1,8,12,20,na,na,na,na,na,na,na,na
10/02/2023 5:00,28.3,0.6,100.09,-0.03,5.35,-1.42,0,59.9,-1.8,617,1.64,-0.17,126,4.4,20,15,35,na,na,na,na,na,na,na,na
10/02/2023 6:00,27.3,-0.3,100.08,0,2.98,0.02,0,62,1.1,450,1.22,-0.17,82.6,15.5,54,24,78,271,200,7,6,5,2,2,0
10/02/2023 7:00,27.2,0.1,100.1,0,3.1,0.43,0,62,0,224,1.21,0.1,83.9,3,56,38,94,271,200,0,6,11,4,6,0
10/02/2023 8:00,25.5,-0.6,100.18,0.03,3.31,-0.25,0,68.6,2.4,32,1.06,0.02,90.4,-6.4,56,41,97,271,200,0,0,3,8,12,3
10/02/2023 9:00,24.6,-0.1,100.24,0.02,3.21,0.23,0,70.4,-0.3,0,1.01,-0.04,94.4,8,3,1,4,271,200,0,7,6,10,14,11
10/02/2023 10:00,24.6,0.2,100.31,0.03,2.97,-0.57,0,70.8,-2.3,0,1,-0.03,96.8,-3.2,18,22,40,271,200,0,13,0,14,5,9
10/02/2023 11:00,24.1,-0.5,100.36,0.05,2.52,-0.15,0,72.6,1.8,0,0.71,-0.18,100.1,-13.2,1,4,5,271,200,0,12,9,4,14,14
10/02/2023 12:00,22.9,-0.4,100.37,0,3.82,0.97,0,77.1,1.2,0,1.66,0.29,155.2,3.1,0,3,3,271,200,0,10,0,11,7,7
10/02/2023 13:00,22.3,-0.1,100.38,0,2.38,0.03,0,79.9,0.7,0,1.29,0.14,153.3,3.7,0,0,0,271,200,0,7,7,10,12,11
10/02/2023 14:00,21.7,0,100.37,0,2.62,0.34,0,81.8,-0.4,0,1.37,0.24,156,7.3,0,0,0,271,200,0,10,3,3,2,0
10/02/2023 15:00,21.2,-0.1,100.35,-0.01,1.9,-0.86,0,83.1,0.4,0,0.72,-0.41,169.4,0.7,0,0,0,271,200,0,9,9,1,11,9
10/02/2023 16:00,20.8,-0.1,100.3,0,2.73,-0.64,0,83.6,-0.2,0,1.43,0.01,158.6,0.1,0,0,0,271,200,0,5,3,13,4,8
10/02/2023 17:00,20.7,0,100.31,0,3.52,0.5,0,83.1,-0.2,0,1.69,0,164.6,7.5,0,0,0,271,200,0,8,2,5,0,12
10/02/2023 18:00,20.7,0,100.34,0,3.02,0.55,0,82.6,-0.2,0,1.22,-0.01,163.6,-2.9,0,0,0,271,200,0,7,8,12,10,10
10/02/2023 19:00,20.6,-0.1,100.37,0,2.97,-0.66,0,82.4,0.6,0,1.4,-0.16,158,1,4,0,4,271,200,0,6,6,4,7,14
10/02/2023 20:00,21.2,0.4,100.41,0.02,2.56,0,0,79.3,-1.1,83,1.33,0.06,160.3,-4.3,14,6,20,271,200,0,1,8,10,11,5
10/02/2023 21:00,23.1,0.4,100.42,0,4.08,-0.41,0,72.3,-1.2,111,1.77,-0.45,154.5,1.6,50,28,78,234,250,0,10,3,4,5,8
10/02/2023 22:00,25.5,1.2,100.47,0.01,4.32,-0.08,0,62,-5.2,117,1.64,-0.52,154,1.4,48,78,126,271,200,0,8,8,9,2,4
10/02/2023 23:00,26.2,0.8,100.49,-0.01,3.82,-1.84,0,58,-2.3,195,1.19,-0.95,128.1,-20.4,51,62,113,271,200,0,7,5,9,10,4
11/02/2023 0:00,27.4,-0.4,100.48,-0.01,4.95,3.02,0,57.3,0.7,931,1.34,0.28,108.6,28,70,95,165,271,200,0,7,14,12,1,6
11/02/2023 1:00,29,1.3,100.49,0,3.56,0.15,0,49.6,-5.7,1028,1.36,-0.02,100.3,0.4,95,93,188,271,200,0,5,2,0,2,12
11/02/2023 2:00,28.3,-1.3,100.4,-0.02,3.61,-1.08,0,46.5,1.6,951,1.41,0.13,75.9,-20.2,89,107,196,271,200,0,8,14,14,12,1
11/02/2023 3:00,29.4,1.1,100.31,-0.09,3.3,0.11,0,44.5,-0.3,987,1.46,0.1,63.4,-4.6,36,43,79,271,200,0,5,1,2,3,5
11/02/2023 4:00,26.7,-0.7,100.26,-0.01,2.93,-0.33,0,62.3,4.5,866,1.53,-0.2,55.2,5.2,41,16,57,271,200,0,2,4,13,12,12
11/02/2023 5:00,28,0.8,100.25,0,3.22,-0.08,0,60.6,-3.4,681,1.53,-0.32,60.3,-2.9,43,18,61,271,200,0,4,11,2,2,12
11/02/2023 6:00,27.4,0.3,100.27,0.01,2.46,-0.3,0,65.9,0.1,459,1.21,0.11,55.4,2.1,35,18,53,234,250,0,12,9,1,12,7
11/02/2023 7:00,26.6,-0.8,100.23,-0.03,2.23,0.31,0,68.9,4.1,233,1,0.07,64.7,-5.1,39,8,47,271,200,0,14,14,0,9,7
11/02/2023 8:00,25.8,-0.7,100.32,0.05,1.43,-0.73,0,70.5,1.6,43,0.59,-0.14,56.7,-15.2,41,34,75,271,200,0,13,12,3,1,9
11/02/2023 9:00,24.7,-0.1,100.37,0.01,0.88,0.17,0,73.6,-1,0,0.42,0.16,58.7,-15.6,4,0,4,234,250,0,4,1,6,13,7
11/02/2023 10:00,24.2,0,100.42,0.02,0.6,0.17,0,75.7,1.6,0,0.32,0.09,53.6,-0.9,0,0,0,271,200,0,11,12,2,3,1
11/02/2023 11:00,24.1,0,100.45,0.01,0.72,0.05,0,76.6,0.4,0,0.31,-0.04,57.5,12,18,9,27,271,200,0,3,3,8,10,13
11/02/2023 12:00,24,0.1,100.45,0,0.47,0.03,0,79.2,-0.8,0,0.23,0.07,76.6,2,9,3,12,271,200,0,13,10,3,0,14
11/02/2023 13:00,23.1,-0.2,100.46,0.01,0.66,-0.12,0,81.9,0,0,0.31,-0.04,300.9,10,0,0,0,234,250,0,8,12,0,2,5
11/02/2023 14:00,23,-0.1,100.44,0,1.05,0.21,0,82.3,0.4,0,0.66,0.14,276.8,-9.2,0,0,0,234,250,0,13,6,8,9,10
11/02/2023 15:00,22.3,-0.1,100.38,-0.02,1.79,0.33,0,85.1,0.3,0,0.69,0.08,279.7,-2.7,0,0,0,271,200,0,5,11,7,6,4
11/02/2023 16:00,22.1,-0.2,100.31,-0.01,2.06,0.04,0,85.7,0.9,0,0.9,0.16,262.3,-4.3,0,0,0,271,200,0,1,10,3,13,4
11/02/2023 17:00,21.5,0,100.31,0.01,1.99,-0.16,0,88.2,0.2,0,0.65,-0.08,264.8,-1.2,0,0,0,271,200,0,0,7,13,13,10
11/02/2023 18:00,21,0.1,100.28,0.01,1.55,0.23,0,89.6,-0.3,0,0.6,0.06,247.6,1.1,0,0,0,271,200,0,11,8,13,12,6
11/02/2023 19:00,20.9,-0.1,100.31,0,1.08,-0.15,0,90.2,0.7,0,0.49,0.07,269.5,-9.3,6,0,6,271,200,0,1,1,9,7,12
11/02/2023 20:00,21.1,0.1,100.39,0.01,0.38,-0.8,0,89.7,-0.2,25,0.15,-0.4,213.1,-58.4,24,21,45,271,200,0,6,10,4,11,10
11/02/2023 21:00,23.4,1.8,100.4,0.01,2.1,0.32,0,82.2,-5.9,183,0.93,0.37,202.1,-3.5,49,36,85,271,200,0,2,4,0,4,2
11/02/2023 22:00,25,0.2,100.41,0.01,1.82,-0.29,0,71.7,-3.1,138,0.76,-0.14,278.7,69.8,66,26,92,271,200,0,3,3,4,5,7
11/02/2023 23:00,27.5,1.5,100.4,-0.01,2.42,0.02,0,58.9,-7.3,793,1.21,0.34,264.8,-40.7,330,240,570,271,200,0,9,12,11,6,8
12/02/2023 0:00,27.3,-0.3,100.34,-0.02,1.97,0.02,0,67,-1,909,1.11,0.11,65,10.9,95,84,179,271,200,0,5,11,12,4,6
12/02/2023 1:00,30.6,0.2,100.24,-0.03,2.87,0.81,0,57.6,0.9,1008,1.1,0.21,51.1,8.4,129,74,203,271,200,0,6,0,4,6,3
12/02/2023 2:00,29.4,-0.3,100.12,-0.07,2.39,-0.65,0,64.1,-0.6,1018,1.08,-0.12,30.9,-27.2,52,73,125,271,200,0,0,4,8,4,8
12/02/2023 3:00,30.1,0.6,100.02,-0.07,3.26,0.54,0,63.7,1.2,945,1.1,-0.18,38.7,-10.6,46,41,87,271,200,0,3,0,6,8,4
12/02/2023 4:00,28.8,-0.8,99.95,-0.02,3.1,0.45,0,68.5,2.2,847,1.21,0.16,48.3,-0.6,70,35,105,271,200,0,9,13,13,10,7
12/02/2023 5:00,29.2,-0.2,99.81,-0.03,2.9,-1.7,0,67.1,1.5,664,1.29,-0.21,46.2,18.6,52,23,75,271,200,0,9,7,0,11,9
12/02/2023 6:00,28.9,-0.4,99.77,0.01,3.6,-0.31,0,71.8,2.3,445,1.21,0.05,28.5,-7.1,77,41,118,271,200,0,6,5,10,9,12
12/02/2023 7:00,28.3,0.1,99.78,0.02,4.03,1.46,0,72.9,0,37,1.1,0.11,30,-0.9,53,54,107,271,200,0,2,2,9,5,0
12/02/2023 8:00,26.9,-0.4,99.82,0.04,4.49,0.34,0,79.5,1.4,14,1.22,-0.01,352,329.8,63,60,123,271,200,0,2,12,9,6,3
12/02/2023 9:00,14.4,-12.3,99.89,0.02,3.48,-0.41,0,81.5,0.7,0,1.17,-0.11,348.1,41.8,3,4,7,234,250,0,7,12,8,1,13
12/02/2023 10:00,26.6,0,99.95,0.03,4.56,-0.08,0,83.8,1,0,1.11,0.05,321.8,-2.9,1,0,1,271,200,0,7,4,13,0,6
12/02/2023 11:00,26.9,0.2,100.01,0,3.35,0.32,0,74.8,-5.6,0,0.9,-0.02,341.3,13.2,2,0,2,271,200,0,1,1,9,6,12
12/02/2023 12:00,26.3,-0.2,100.04,0.03,4.38,0.17,0,74.1,0.6,0,0.98,0.02,330.6,13.6,0,0,0,271,200,0,13,0,8,5,5
12/02/2023 13:00,25.8,-0.2,100.03,0,4.29,-0.44,0,76.9,0.9,0,1.44,0.01,325.8,12.4,0,0,0,271,200,0,0,13,5,7,3
12/02/2023 14:00,25.1,-0.2,100.01,0.01,5.81,1.4,0,80.7,1.1,0,1.46,0.03,325.8,10.6,0,0,0,271,200,0,5,1,12,4,4
12/02/2023 15:00,24.4,-0.3,99.98,0,3.09,-1.35,0,84.4,1.6,0,1.12,-0.02,322.3,5.8,0,0,0,271,200,0,8,4,13,10,13
12/02/2023 16:00,23.5,-0.2,100.01,-0.02,2.54,1.62,0,87,0.2,0,1.12,0.75,270.8,25,2,0,2,271,200,0,3,5,1,8,8
12/02/2023 17:00,23.1,0,100.02,0,1.32,-0.85,0,89.2,0.4,0,0.67,-0.15,271.8,2.3,1,1,2,271,200,0,5,14,3,13,12
12/02/2023 18:00,24,0.1,100.05,0,2.4,0.02,0,89,-0.2,0,1.08,0.08,166.2,-7.8,1,0,1,271,200,0,7,9,9,13,10
12/02/2023 19:00,23.3,-0.2,100.15,0.04,1.52,-0.83,0,90.7,0.1,0,0.51,-0.16,266.3,82.6,3,0,3,271,200,0,2,7,5,12,8
12/02/2023 20:00,23.5,0.1,100.23,0.02,0.93,-0.92,0,89.9,0,19,0.47,-0.08,169.2,-14.2,10,8,18,271,200,0,13,5,10,2,13
12/02/2023 21:00,24.5,0.2,100.28,0.01,2.47,0.56,0,88.6,0.4,76,1.46,0.52,158.4,5.7,2,7,9,271,200,0,5,4,0,10,11
12/02/2023 22:00,26.7,0.4,100.33,0.01,3.69,0.5,0,81.8,-1,162,2.03,0.17,169.7,8.4,11,10,21,271,200,0,5,11,2,7,9
12/02/2023 23:00,28.4,0.3,100.34,0,4.49,0.5,0,73.5,-2.1,190,1.94,0.49,157.3,1.9,18,10,28,271,200,0,6,4,0,2,11
13/02/2023 0:00,30.7,0,100.31,-0.02,3.15,0.45,0,68.7,1.2,931,1.42,0.37,144.9,23.3,50,104,154,271,200,0,7,14,7,4,9
